Business Id,Business Name,Address,By Appointment Only,Open On Weekend,Stars
j4Sc2Fr5g6osJjazbK_ZZg,Health,2250 W Southern Ave Ste 101 Mesa AZ 85202,1,0,4.5,
CJhF1smSIwvUeKM1tUNXVw,Health,2120 W Guadalupe Rd Ste 5 Mesa AZ 85202,1,0,5.0,
UJOGva1daoRd_wsvSYZ7vQ,Health,1938 S Dobson Road Suite 1 Mesa AZ 85202,0,0,3.0,
_3z8g6PzqOWV9ItvNAdiqg,Health,2127 E Baseline Rd Tempe AZ 85283,1,0,2.5,
AIr3Xtgsm9BHQs1_IM_ppA,Health,1303 S Longmore Suite 2 Mesa AZ 85202,1,1,2.5,
jKHRI4bg4fP8zQVpE4jsIQ,Health,1244 S Val Vista Dr Mesa AZ 85204,0,1,4.0,
NRbxQLwFyfb7BC0Vs2ld5A,Health,1056 S Val Vista Dr Mesa AZ 85204,1,0,5.0,
FaMdarzSP7h69mApunGL0A,Health,1235 S Gilbert Rd Ste 9 Mesa AZ 85204,0,0,2.5,
GpjUt2OPPJl4EauSYsPl9g,Health,3048 E Baseline Rd Ste 128 Mesa AZ 85204,1,0,5.0,
QAaEy22YFnkD8ptgSLs89w,Health,1055 S. Stapley Dr. Mesa AZ 85204,1,0,4.0,
VVkINds4hCHwRN6SojVTXw,Health,1235 S Gilbert Rd Suite 20 Mesa AZ 85204,0,0,2.0,
JfsMciZ6GVWQxRsn50vIzQ,Health,6828 E Brown Rd Ste 102 Suite 2 Mesa AZ 85207,1,0,2.0,
qxLOhhbHYRCnJlZmqntdLw,Health,1337 S Gilbert Rd Mesa AZ 85204,0,0,4.5,
jJJc5RN6fajxWlr0IMigTQ,Health,5850 E Still Cir Mesa AZ 85206,1,0,3.0,
kvEo5n57c-x_KcEpUzS1yA,Health,2730 S Val Vista Dr Ste 187 Gilbert AZ 85295,1,0,3.5,
ze6kcR5NTTLAOZEe2rGCXA,Health,215 S Power Rd Mesa AZ 85206,1,0,4.0,
p4Enzqnf4SDE0BjcjEUoYQ,Health,5058 E Southern Ave Ste 101 Mesa AZ 85206,1,0,4.0,
gLuP0Br7HrSFKfY0Oqisqw,Health,4540 E Baseline Rd Ste 113 Mesa AZ 85206,0,1,5.0,
Rzt4dYbqisWI1mVyQyNzZw,Health,4827 E Southern Ave #100 Ste 100 Mesa AZ 85206,1,0,5.0,
_-KC0_GM9VjH4IS1wNPt4w,Health,130 S 63rd St Bldg 3 Ste 114 Mesa AZ 85206,1,0,2.5,
qjn1b_DToLOHVPAgqMuZkw,Health,5432 E Southern Ave Ste 108 Mesa AZ 85206,1,0,3.0,
MUBLxICOPyNWpsAO5AkPJQ,Health,1125 E Southern Ave #200 Mesa AZ 85204,0,0,3.5,
_OkpYoiCxZopaIu9-Z0JFg,Health,4540 E Baseline Rd Mesa AZ 85206,1,0,4.0,
fe-dpgJJFRBOFpeCBn1w5g,Health,6755 E Superstition Springs Ste 103 Mesa AZ 85206,1,0,5.0,
heIitK73IBwLl4tXRWKHSw,Health,2223 E Baseline Rd Gilbert AZ 85234,1,0,3.0,
jyD1Z6eX8XOzwGBqfuTusg,Health,6750 E Baywood Ave Mesa AZ 85206,0,1,5.0,
-B55j4VAqKcxCQz2T1obJA,Health,4540 E Baseline Rd Ste 108 Mesa AZ 85206,1,0,2.5,
cSYYaUTV5YUUxlLis4umaQ,Health,6116 E Arbor Ave Ste 118 Mesa AZ 85206,1,0,4.5,
Cpj08vi9JkBE1pRvZzuxjA,Health,1425 S Greenfield Rd Ste 101 Mesa AZ 85206,1,0,3.0,
9JkAZsDK2d2ingb8Pjyp3Q,Health,4566 E Inverness Ave Ste 202 Mesa AZ 85206,1,0,2.5,
RHEP8U0VzqZhS-_3TvXfng,Health,777 W Southern Ave Mesa AZ 85210,1,0,4.0,
MmS6Bt9RBCUDHdw58i8cjA,Health,2152 S Vineyard Ste 129 Mesa AZ 85210,1,0,4.5,
LA-t4rk16cXk-tzrgkT-rw,Health,1950 S Country Club Dr Mesa AZ 85210,1,0,3.5,
qlqT2-Z6hpM1zJV41pjHCA,Health,1120 S Country Club Dr Ste 103 Mesa AZ 85210,0,0,5.0,
GlqlOFwVW51wc2hUbWnXnA,Health,1840 S Stapley Dr Ste 131 Mesa AZ 85204,1,0,2.0,
UaVdwXiiJUl2qGdgaQFppA,Health,6589 S Kings Ranch Rd Gold Canyon AZ 85118,1,1,5.0,
D0imBXgnXCiSdn822_uguA,Health,6410 S Kings Ranch Rd Gold Canyon AZ 85218,1,0,4.0,
tYXsQpTvnNpav9UiwkhMOw,Health,2080 West Southern Avenue Ste. A1 Apache Junction AZ 85120,0,1,3.0,
vtFmTc0NkKlY9cb7_dWOYQ,Health,1800 E Florence Boulevard Casa Grande AZ 85222,0,0,2.0,
ewwDY8vD3K6tbtulRGz8Nw,Health,1760 E Florence Blvd Casa Grande AZ 85222,1,0,3.5,
BSiBN3jS68K-6byfDfjyAA,Health,865 N Arizola Rd Casa Grande AZ 85122,0,0,2.0,
wBx05-8sBcRCmBumtg1HCA,Health,333 N Dobson Rd Ste 15 Chandler AZ 85224,1,1,4.5,
bMzNhr8ikzwNZdpvRsZ-GQ,Health,1200 W Warner Rd Ste 3 Chandler AZ 85224,1,0,4.5,
4VB2KzHopYU3iEugw-tw0A,Health,3111 W Chandler Blvd Ste 2104 Chandler AZ 85226,1,1,2.5,
K4BQEG6alSUuptJbuUQutg,Health,2330 N Alma School Road Suite 102 Chandler AZ 85224,1,0,2.0,
8w48H-7HwQX-fJx1Wl8glg,Health,2175 N Alma School Rd Ste C-108 Chandler AZ 85224,0,0,4.0,
VSqVAtT331-PmW5DJvELaA,Health,2470 W Ray Rd Chandler AZ 85224,1,1,4.0,
K7l8kVfpCWBhQpMHEhCv5w,Health,485 S Dobson Rd Ste 200 Chandler AZ 85224,1,0,1.0,
Ym256yx44Fpdeqe0NwfWsQ,Health,1728 N Alma School Rd Chandler AZ 85224,0,1,4.0,
rFxMUvxY7XoTRdyuxhcrEQ,Health,855 E Warner Rd Chandler AZ 85225,1,0,4.5,
DEtK7Ov06jWuPVMRWFhq7Q,Health,2081 W Frye Rd Suite 103 Chandler AZ 85224,0,0,2.5,
DHUWXzAtMlqeOxTuOObZVA,Health,1076 W Chandler Blvd Ste 103 Chandler AZ 85224,1,0,3.5,
baD0UGq57MLZ-vLFzyHF_g,Health,485 S Dobson Rd Ste 111 Chandler AZ 85224,1,0,4.0,
c4NNOU7brgUvlDyUwaZCyQ,Health,485 S Dobson Rd Ste 204 Chandler AZ 85224,1,0,2.0,
PAPugFMB4IOtm2EL_korhQ,Health,1076 W Chandler Blvd Ste 120 Chandler AZ 85224,0,0,2.0,
E-6SY0VCtMHxnrmPS5Nn1A,Health,1949 W Ray Rd #26 Chandler AZ 85224,0,0,5.0,
9kBY3zyRKYDUX0AzzzAVxw,Health,2360 W Ray Rd Ste 2 Chandler AZ 85224,0,0,2.0,
emRMcF8zGZwHWfXInHgTww,Health,1534 E Ray Rd Ste 104 Gilbert AZ 85296,1,0,5.0,
J6ZcTaL_4XaC7SwV1w9IOg,Health,2730 S Val Vista Dr Ste 161 Gilbert AZ 85295,1,0,4.5,
DcnLWkASDJfHaSH6kKbezg,Health,1950 W Frye Road Chandler AZ 85224,1,0,3.5,
oe1mlI8LwucyE60P1E3vRQ,Health,600 S Dobson Rd Ste B8 Chandler AZ 85224,1,0,4.5,
fFgLFwL5i3oWN-mzOxFJnA,Health,1989 W Elliot Rd Ste 12 Chandler AZ 85224,1,0,5.0,
JNSzD-CdBisAOCOUylNMMQ,Health,875 S Dobson Rd Ste 1 Chandler AZ 85224,1,0,4.5,
Z_FfEMcEfcpWJo51z6jh1A,Health,1200 W Warner Rd Ste 1 Chandler AZ 85224,1,0,5.0,
4rpEXjl73w89XAKNmVoagg,Health,2160 W Chandler Boulevard Suite 19 Chandler AZ 85224,0,1,3.0,
xpnNsrT8QsCIUdawnsBvoQ,Health,2950 N Dobson Rd Chandler AZ 85224,1,0,5.0,
fH6jUAAzLKwHIUOAQm_CYA,Health,3800 W Ray Rd Ste 11 Chandler AZ 85226,1,0,4.5,
NZ6_i3FmyUMp4hsSUrGXww,Health,124 S Kyrene Rd Chandler AZ 85226,1,0,4.5,
jAXrkwVoCBlRPygOr8PtmA,Health,1300 N McClintock Dr Ste B2 Chandler AZ 85226,1,0,2.5,
FCYH8zUTtq29Q4kWUaSKVQ,Health,3800 W Ray Rd Chandler AZ 85226,0,0,5.0,
6O5HgEDYEKWDgZwhM6Vv7Q,Health,3800 W Ray Road Chandler AZ 85226,1,0,5.0,
rkVil_ksuDzrEG8JibXK8w,Health,5055 W Ray Road Chandler AZ 85226,1,0,2.0,
6EepFEl_Ehbo0PjfTFnsGQ,Health,3800 W Ray Rd Suite 1 Chandler AZ 85226,1,0,5.0,
EIfl37kFER2z5ucF7yE-Ng,Health,5055 W Ray Rd Ste 21 Chandler AZ 85226,0,0,3.5,
ZV2viRwRRlk0KMwdh7Icxw,Health,4915 E Baseline Rd Ste 115 Gilbert AZ 85234,1,0,4.0,
CC-HRicTUMw2ddYIOrq-4w,Health,660 N Gilbert Rd Gilbert AZ 85234,1,0,4.0,
o7Fe4XBY4rU3eGTD4Z5kHw,Health,652 E Warner Rd Ste 107 Gilbert AZ 85296,1,1,3.0,
BtsACWHpDrLzu3oYqYr5kg,Health,1400 N Gilbert Rd Suite M Gilbert AZ 85234,1,0,4.5,
oB1eTd2ZdPgtvgC5llPZIg,Health,2550 E Guadalupe Road Gilbert AZ 85234,1,0,3.5,
HDwqXUfzc7WtyS24wep7TQ,Health,2450 E Guadalupe Rd Ste 108 Gilbert AZ 85234,1,0,5.0,
7B-aDpDY3CiR6TQMdP7GWA,Health,1780 E Boston St Gilbert AZ 85295,1,0,5.0,
SDCe_MRUXM5tLgZJe61LvA,Health,1496 N Higley Rd Gilbert AZ 85234,1,0,4.5,
24AmaxBpVAdhY_-R7czeSw,Health,1355 S Higley Rd Suite 102 Gilbert AZ 85296,1,0,5.0,
8lbH-2LuzdPcww2sr5qUXA,Health,1672 E Guadalupe Rd Gilbert AZ 85234,0,1,1.0,
miPvBpiSKhc53BDPGP-_9Q,Health,2680 S Val Vista Dr Gilbert AZ 85295,1,0,1.0,
4V3OvUQa4EPfi4Bdcx9oBQ,Health,20231 E Ocotillo Rd Ste 1 Queen Creek AZ 85142,1,0,5.0,
oKuvHNucsBVMAkmNdSASSw,Health,10450 E Riggs Rd Ste 114 Sun Lakes AZ 85248,1,0,4.0,
T0IXbpSk1D1B8lDh8DyFGQ,Health,1055 W Queen Creek Rd Ste 3 Chandler AZ 85248,1,1,4.0,
ea9gpoBFu0X85Ph03VsXKg,Health,1620 S Stapley Dr Ste 132 Mesa AZ 85204,1,1,2.5,
4hp2dLiJQ6chAw98S2EiaA,Health,3165 S Alma School Rd Ste 26 Chandler AZ 85248,1,0,5.0,
Hls6Cl5Wo8f1FS5ZDtntXA,Health,1035 W Queen Creek Rd Suite 206 Chandler AZ 85248,1,0,5.0,
7fWPKr3g18w2xpzalLvv6w,Health,15609 N. Hayden Rd. Scottsdale AZ 85260,0,1,4.0,
4xhRzeO08GXfHv94ZengJw,Health,8920 E Indian Bend Rd Ste A1 Scottsdale AZ 85250,0,1,3.5,
VJMDdI_zOcACApaOG452Iw,Health,7014 E Camelback Rd Ste 2140 Scottsdale AZ 85251,0,1,3.5,
5mxob00MDhnE5kQuwQBCOw,Health,6137 N Scottsdale Rd Ste 113 Scottsdale AZ 85250,1,1,4.0,
8u0YTr57WanhL6rRYfbvLg,Health,822 East Union Hills Dr Ste D-6 Phoenix AZ 85024,0,1,4.5,
-wSSZ0v9ca0TuXOLQ0TbfQ,Health,6565 E Greenway Pkwy Ste 100 Scottsdale AZ 85254,0,1,4.0,
xyykk6JeU-i-aTRFhVU0Yg,Health,6501 E Greenway Pkwy Bldg 6 Ste 160 Scottsdale AZ 85254,1,1,3.0,
jJfaZ_LsyXpeLbakewJCDQ,Health,10900 N Scottsdale Road Scottsdale AZ 85254,1,0,3.5,
hFXy82ItVxKaboUD5K0W1Q,Health,7102 E Acoma Dr Scottsdale AZ 85254,1,0,3.5,
9sVyWIR7rUowu1KJZj7Q1Q,Health,Doctor My Eyes 10900 N Scottsdale Rd Ste 301 Scottsdale AZ 85254,1,0,4.5,
P-VUqVXFRZ_8-2e24C6O6w,Health,6868 East Becker Lane #100 Scottsdale AZ 85254,1,0,4.5,
LdzW3pFRNiBpmWV5X4uRiQ,Health,10900 N Scottsdale Rd Ste 506 Scottsdale AZ 85254,0,0,4.5,
cnRzv-cqGvFqqrL-mXSoiQ,Health,11111 N Scottsdale Rd Ste 125 Scottsdale AZ 85254,1,0,3.5,
W7yZEtS5oyZxZqT0MbdycQ,Health,14202 N.Scottsdale Rd.Ste #151 Thunderbird Plaza East Scottsdale AZ 85254,0,1,3.0,
NKKt_CxHCggMvuvrqJEjSA,Health,6869 E Shea Blvd Scottsdale AZ 85254,0,1,3.5,
aCSK6smpWUS1rRiCcS_Paw,Health,10630 N Scottsdale Rd Scottsdale AZ 85254,1,0,4.0,
TrSg3MZ-BlhqoXdYYuDxYA,Health,15030 N Hayden Rd Ste C-120 Scottsdale AZ 85260,0,0,5.0,
R0GST2A7UI6FQFWltItdOw,Health,6339 E Greenway Rd Scottsdale AZ 85254,1,0,4.5,
OzIV3ZDwCC6aOlgs_YADAQ,Health,6029 N 7th St Phoenix AZ 85014,0,1,4.5,
KymjujJp8S50qH3be_oD9g,Health,5620 E Bell Rd Scottsdale AZ 85254,1,0,4.0,
TQHt9X-e0AF5ELKxgqdvGQ,Health,11130 N Tatum Boulevard Ste 100 Phoenix AZ 85028,1,0,5.0,
y1A62g8hSodSS_aOzTKDig,Health,20950 N Tatum Blvd Ste 300 Phoenix AZ 85050,1,0,2.5,
u9WdxUCEcQzrIIth4zQN_Q,Health,8896 E Becker Ln Ste 102 Scottsdale AZ 85260,1,0,3.5,
JT68wF3xxzVDCeh5aIykFg,Health,9767 N 91st Street Scottsdale AZ 85258,1,0,1.5,
DUvTVeE7K1734-0dlh9wtw,Health,9767 N 91st St Scottsdale AZ 85258,0,0,4.5,
CUJismJnSlYH8r5fKgTbMA,Health,8070 E Morgan Trl Scottsdale AZ 85258,1,0,3.5,
Vn52vo9bq8-PphH7mMcLjg,Health,7477 E Doubletree Ranch Rd Scottsdale AZ 85258,1,0,5.0,
ZH__iz7p__dLKF4o_9-pEA,Health,3501 N Scottsdale Rd Ste 280 Scottsdale AZ 85258,1,0,4.0,
lf5ET7OGT4LiPTuy0LcDRg,Health,9700 N 91st St Scottsdale AZ 85258,0,0,4.0,
kr2YnV1jxNzJ_JmkB-MxMg,Health,8752 E Via De Commercio Ste 1 Scottsdale AZ 85258,1,0,3.5,
ffrjm1ln5Hp33i0qPyrjvg,Health,10605 N Hayden Rd Ste 110 Scottsdale AZ 85260,1,1,5.0,
ogYihRA-_c-Z_PyJfS7E0A,Health,10210 N 92nd St Ste 104 Scottsdale AZ 85258,1,0,3.0,
hSCZu4Kr_GNU6Lw87yXjlg,Health,9220 E Mountain View Rd Ste 200 Scottsdale AZ 85258,1,0,4.0,
GtCSmplt7CirUOy7-wOvAA,Health,9823 N 95th Street Suite 101 Ste 101 Scottsdale AZ 85258,1,0,4.0,
OHFdbNVrnngg3u_Xn5nYfA,Health,9823 N 95th St Ste 101 Scottsdale AZ 85258,1,0,4.0,
HThQUu6jdP2e2qyxLZB-mg,Health,9746 N 90th Pl Ste 203 Scottsdale AZ 85258,1,0,4.0,
vfqseP0_tGJ0LhSvvJQMuQ,Health,9746 N 90th Pl Scottsdale AZ 85258,1,0,4.0,
t_0Wt4LcpLrPhaEoUy2jYg,Health,10200 N 92nd St Ste 205 Scottsdale AZ 85258,1,0,3.5,
0VAYXzrEQExGm-Q8FpIvgQ,Health,9977 North 90th St Ste 180 Scottsdale AZ 85258,1,0,5.0,
ck-LkS-GaLwI7Y8qR3VZZA,Health,9201 E Mountain View Rd Scottsdale AZ 85258,1,0,2.5,
rZR4HZTNIoRCUVk4Fp4z4g,Health,8989 E Via Linda Ste 216 Scottsdale AZ 85258,0,0,5.0,
9WYW_w-_CqvuCLClxFFaig,Health,8573 E San Alberto Dr Scottsdale AZ 85258,1,0,4.5,
DmcFNVYPIBmnXdB-5DDwLw,Health,10752 N 89th Pl Ste 126 Scottsdale AZ 85260,1,0,2.5,
Mupt29-kwuU1TgeeDy3O5g,Health,10245 E Via Linda Scottsdale AZ 85258,1,0,5.0,
cX1bXBhft3uM_xdBruyyxg,Health,9913 N 95th St Scottsdale AZ 85258,1,0,3.5,
h3PjtTvHWsruvD5yXySf0w,Health,9787 N 91st St Ste 102 Scottsdale AZ 85258,1,0,4.5,
OGqtvt2_YVdD5YQ7iSQZhg,Health,8700 E Pinnacle Peak Rd Ste 226 Scottsdale AZ 85255,0,0,4.0,
GTEqdBI33q2lUJH53OIYOw,Health,8424 E Shea Boulevard Scottsdale AZ 85260,1,0,4.5,
fFlGfSdQcTSg29vFfH_8Ug,Health,8896 E  Becker Ln Ste  101 Scottsdale AZ 85260,1,0,5.0,
6GOL-TWOrtBJKGFzCsWiGw,Health,9815 E Bell Rd Suite 105 Scottsdale AZ 85260,1,0,5.0,
hvnNXEPHglWqRjFRtTMi9w,Health,10261 N 92nd St Scottsdale AZ 85258,1,0,3.5,
gcTVSB0rYvCfH4PZLO8Zsg,Health,9280 E Raintree Drive Suite 108 Scottsdale AZ 85260,1,0,5.0,
pY_Vgbrpiz1GXeCqKAH4Tw,Health,9280 E Raintree Dr Ste 108 Scottsdale AZ 85260,0,0,5.0,
KtaJDlRlmB4inInWtNUpsw,Health,12000 N 90th St Scottsdale AZ 85260,0,1,4.0,
BLHR4o5R4uTuRV0uY-COjg,Health,8416 E Shea Blvd Ste C-101 Scottsdale AZ 85260,1,0,4.0,
JvY9XcjSQCKgC7LnKNAv8w,Health,10617 N Hayden Rd Ste 102 Scottsdale AZ 85260,1,0,3.5,
rK7l5cf3ANUuhnTEUwqcWA,Health,9377 E Bell Road Scottsdale AZ 85260,1,0,5.0,
_24yX7pxBqbjQBZIvxGPgw,Health,8817 E Bell Rd Ste 101 Scottsdale AZ 85260,1,0,2.5,
g2be7RLUWSbow_p5AUjBwA,Health,8817 E Bell Rd Ste 101 Scottsdale AZ 85260,1,0,5.0,
ItLRtSYJ-uFnHUa40Z8-RA,Health,10101 E Bell Rd Ste 107 Scottsdale AZ 85260,0,1,5.0,
eHA2551HI-1EIsH7qbnujQ,Health,9630 E Shea Blvd Scottsdale AZ 85260,1,0,3.0,
-34jE_5dujSWMIOBudQsiQ,Health,9377 E Bell Rd Scottsdale AZ 85260,1,0,5.0,
2B9JbDVjDXeY-4uANGY6ng,Health,7425 E Shea Blvd Scottsdale AZ 85260,1,0,4.0,
e_HZ1miEm6mAOEpiPXJdyw,Health,9301 E Shea Blvd Ste 127 Scottsdale AZ 85260,0,0,5.0,
BluXDgvhSEMmvyjTiegWoQ,Health,9360 E Raintree Dr Scottsdale AZ 85260,1,0,4.5,
P_Scz-0p3cCm-jN6W-eUXw,Health,10752 N 89th Pl Scottsdale AZ 85260,0,0,3.0,
Q2qLXRTHsyQTBGhV0r6owA,Health,10752 N 89th Place Scottsdale AZ 85260,1,0,5.0,
syOYvZ8cjc1s_ICl2KJf-Q,Health,9070 E Desert Cove Ave Scottsdale AZ 85260,1,0,3.5,
sMStE2bEKmtJdPdOdyplzQ,Health,9929 N 95th St Ste 105 Scottsdale AZ 85258,0,0,3.5,
wlOIZuzb2x_DuT9Ooa0_Xw,Health,8952 E Desert Cove Dr Scottsdale AZ 85260,1,0,5.0,
y5wCKFxsX4hlUcdaHSK9Sw,Health,8414 E Shea Blvd Scottsdale AZ 85260,0,0,1.5,
BLr4CCzeR02WzKFJmY0rHA,Health,9745 N 90th Pl Ste A Scottsdale AZ 85258,1,0,3.0,
B60-PtDmJPcH4m7g6hLk7w,Health,9097 E Desert Cove Ave Scottsdale AZ 85260,1,1,4.5,
4GdYyHKukZiMiQu0KJ0Jnw,Health,8997 E Desert Cove Ave Fl 1 Scottsdale AZ 85260,1,0,1.5,
FIG82KLyiGkVmzHSoxeS2Q,Health,13737 N 92nd St Scottsdale AZ 85260,1,1,4.0,
NAWY7I32ZsuAE74ixZakMg,Health,5206 N Scottsdale Rd Paradise Valley AZ 85253,1,1,4.5,
w7ZGiUP3UI3GmhaITlZH9w,Health,18325 N. Allied Way Ste 105 Phoenix AZ 85054,1,1,4.0,
1N3D381l_VZZY4ZH-vpDww,Health,8752 E Shea Blvd Ste 125 Scottsdale AZ 85260,1,1,4.5,
aG8e8tQDQXP3zorRLfY09A,Health,14201 N Hayden Rd Ste D3 Scottsdale AZ 85260,1,0,3.5,
14W7tcjh48DInuwIo8Xytw,Health,32351 N Scottsdale Rd Scottsdale AZ 85262,0,1,3.5,
PCGQnghGB0btxBaU6D70bA,Health,2072 E Southern Ave Ste A103 Tempe AZ 85282,1,0,4.5,
dC6rDLGRoch_DOZk5kLkWw,Health,5120 S Rural Rd Tempe AZ 85282,0,1,3.5,
92STSHdBHGBLadmdzK-ALw,Health,2700 S Rural Rd Tempe AZ 85282,1,0,4.5,
vuzP2IrqokEtVS0jZHW6RQ,Health,2052 E Southern Ave Tempe AZ 85282,1,0,4.0,
hegxqLMRDRTsbiYbkKxl9Q,Health,4515 S McClintock Dr Ste 101 Tempe AZ 85282,1,0,3.5,
y7zVwjkzHMJsOi9wXSrFXg,Health,5000 S Arizona Mills Circle Ste 165 Tempe AZ 85282,0,1,3.0,
rlM0IYvA6MEqu75ogsOfJg,Health,7517 S McClintock Dr Ste 103 Tempe AZ 85283,1,0,5.0,
piSxpSS5AlUCDVYQFFzPww,Health,2080 E Southern Ave Ste E-102 Tempe AZ 85282,1,0,4.0,
dsh91PoFIn_gHCFEM0okHw,Health,1706 E Southern Ave Tempe AZ 85282,0,1,4.0,
YewbBwsSEyUasidC5XlNqw,Health,1025 E. Broadway Rd. Suite 101 Tempe AZ 85282,1,0,3.5,
0lgNM_dwPKTCn8ah_mnM5Q,Health,1712 E Guadalupe Rd Ste 109 Tempe AZ 85282,1,0,4.0,
5MIAhgraTRLxcpR2Py0Taw,Health,2600 E Southern Ave Tempe AZ 85282,0,0,2.5,
OCLv7SxKX7a46VIdMFpy8A,Health,2000 E Southern Ave Ste 101 Tempe AZ 85282,0,0,2.0,
ZtE1deRN-_4QtAXxxl53tg,Health,3200 S George Dr Tempe AZ 85282,1,0,5.0,
QVtutO5uft8npBTpiyxyaw,Health,3200 S George Drive Tempe AZ 85282,0,0,3.5,
Mwo_KpfEv6yfs55H1_FtFQ,Health,4765 S Lakeshore Rd Tempe AZ 85282,1,1,3.5,
K-6kgt4vYxPzE-Bs30bnpw,Health,1000 E Broadway Rd Tempe AZ 85282,0,0,1.5,
SYzmXTryMp3vZ-NeOJj9kw,Health,5000 S Arizona Mills Cir Tempe AZ 85282,0,0,3.5,
LZWBphZ-ackleKq1Zq1Pnw,Health,2226 S Rural Rd Tempe AZ 85282,1,1,4.5,
l18PQaqnyzBL2dknbYBpJg,Health,2600 S Rural Rd Tempe AZ 85282,1,0,4.0,
5oQOTAWwXRbd5gf2cbX0ug,Health,2039 S Mill Ave Ste F Tempe AZ 85282,1,0,4.5,
po-PpBXj9-ge1mItl20RGg,Health,7511 S McClintock Dr Ste 101 Tempe AZ 85283,1,0,4.5,
-JYWpdJfMkqCTA_7fyz6Cw,Health,2525 S Rural Rd Ste 2S Tempe AZ 85282,1,1,3.0,
DYGy_lGzewe7UIPaJjT0hQ,Health,1050 E Southern Ave Ste B1 Tempe AZ 85282,1,1,4.5,
mPPvWv5BFA-_PLcwscoFYQ,Health,2504 S Rural Rd Tempe AZ 85282,0,0,4.5,
e7awPDcf1YssvhH3WSrGyg,Health,1331 N 7th St Ste 225 Phoenix AZ 85006,1,1,5.0,
IfMwqincIFlyj4L0qa5BRA,Health,1804 W. Elliot Rd. Tempe AZ 85284,0,0,1.5,
hifxZpRDXyGDG0IfnMFR4g,Health,1761 E Warner Road Tempe AZ 85284,0,0,5.0,
_pG99559q-F1b-kKN2Mb0g,Health,7517 S McClintock Dr Tempe AZ 85283,0,0,5.0,
aHUsXcN8_NzQ-B1ryPuFOw,Health,2905 W Warner Rd Ste 12 Chandler AZ 85224,1,1,2.5,
ON99aVrkN8B8JlaxoqNZOg,Health,420 W Warner Rd Ste 101 Tempe AZ 85284,0,0,2.5,
p3ddasttQWyqgntZsaOwgw,Health,936 E Williams Field Rd Ste 101 Gilbert AZ 85295,1,0,4.0,
BpqvlGGhNn4XuSZbnFGAGw,Health,115 E Williams Field Rd Gilbert AZ 85296,1,1,2.5,
0t-JNOI0knLQyR30ZeMC0A,Health,1534 E Ray Rd Ste 121 Gilbert AZ 85296,1,0,5.0,
lTo2vfavCUkhUaqy4vABcg,Health,5140 W Peoria Ave Ste 116 Glendale AZ 85302,1,0,5.0,
czCId0DVfpLAToxlQqFVRw,Health,Thunderbird Commons 6750 W Thunderbird Rd Ste 106 Peoria AZ 85381,0,1,3.5,
sNjCyzLl9CiQSpmfnvIAAw,Health,7966 W Thunderbird Rd Peoria AZ 85381,1,0,4.5,
FOPCwTybKDeksNf5ZLBMwA,Health,5771 W Eugie Ave Glendale AZ 85304,1,1,1.0,
FtGYoGHcsYa_jzVAum-Yvg,Health,5700 W Olive Ave Ste 104 Glendale AZ 85302,1,0,5.0,
Kubga5tinYIAKajn_4u-4Q,Health,18275 N 59th Ave Ste 162 Glendale AZ 85308,1,1,4.0,
3DW4ZNkhPrnhRlbsJGLivw,Health,5605 W Eugie Ave Glendale AZ 85304,1,0,4.0,
UHSvmkIRhUgGlXJi5_8kQg,Health,13619 N 59th Ave Glendale AZ 85304,0,1,5.0,
GuXdEaGrTE4njuWiJRx1Jw,Health,7787 W Deer Valley Rd Ste 296 Peoria AZ 85382,1,0,3.0,
FsQ8JTXKzjF6vAmblXwSjw,Health,5757 W Thunderbird Rd Ste W202 Glendale AZ 85304,1,0,4.0,
CbBoVO5No7UBHkXiH0wOmA,Health,1520 S Dobson Rd Ste 202 Mesa AZ 85202,1,0,2.5,
M0MWJlwOyp5ZK4IAzSQP2Q,Health,6120 W Bell Rd Ste 120 Glendale AZ 85308,1,1,4.0,
MraiorHk4GCUxaWC6n6zJA,Health,5750 W Thunderbird Rd Ste B200 Glendale AZ 85306,1,0,4.0,
VBWT9iuILuc4SScwdQM0ag,Health,5422 W. Thunderbird Suite 20 Glendale AZ 85306,0,0,1.0,
W8yAPK6v1T9VDBsAwjhHkA,Health,5159 W Thunderbird Rd Glendale AZ 85306,1,0,3.0,
phL1UBLnsn5JdDJzxQ3G4w,Health,5130 W Thunderbird Road Glendale AZ 85306,1,0,2.5,
r3DcOncukt-julF6u0xS1w,Health,5410 W Thunderbird Rd Ste 101 Glendale AZ 85306,0,1,3.0,
aoZELXMGVGrAfUq4fiF-Gg,Health,5555 W Thunderbird Rd Glendale AZ 85306,0,1,3.5,
g0zlaGZ04NnJWRkC4NRE4A,Health,6760 W Thunderbird Rd Ste 110 Peoria AZ 85381,1,0,4.0,
mn24iM08KlSJQosaj0bY0g,Health,20325 N 51st Ave Ste 116 Glendale AZ 85308,0,1,3.0,
YpAh0T_77arZzCyEYUxCqw,Health,5750 W Thunderbird Rd Ste A100 Glendale AZ 85306,1,0,3.5,
1VxpVxY6X93m2C1hLGLAOw,Health,5940 W Union Hills Dr. Ste D100 Glendale AZ 85308,1,0,3.5,
7JXGkuG97dMFpfoJ4Fs7Aw,Health,6120 W Bell Rd Ste 190 Glendale AZ 85308,0,0,2.5,
TTp6WI5NAjQoTD9Hb4WFdA,Health,18205 N 51st Ave Ste 147 Glendale AZ 85308,0,1,5.0,
